Confirmed Category,Obesity,Meat,Fruits - Excluding Wine,"Fish, Seafood",Animal Products,Vegetal Products
Sangat Tidak Banyak,10.343750000000004,9.67771515151515,0.7147363636363636,1.0090121212121212,16.770806060606063,33.22960303030304
Tidak Banyak,14.484374999999996,8.197853125,0.533453125,0.901715625,16.50428125,33.495859375
Sedang,18.336363636363636,8.346578787878785,0.552321212121212,0.8053393939393941,20.02066666666667,29.979627272727274
Cukup Banyak,25.028125,10.150212500000002,0.4711781250000001,0.5718531250000001,24.157865625000003,25.842546874999996
Sangat Banyak,24.312121212121212,10.382903030303032,0.4718909090909091,0.8162030303030305,25.850842424242426,24.148963636363636
